YEAR,STATE,RATE,DEATHS,URL
2022,SC,20.8,1105.00,/nchs/pressroom/states/southcarolina/sc.htm
2022,SD,15.7,141.00,/nchs/pressroom/states/southdakota/sd.htm
2022,TN,20.5,1480.00,/nchs/pressroom/states/tennessee/tn.htm
2022,TX,15.3,4630.00,/nchs/pressroom/states/texas/tx.htm
2022,UT,13.7,446.00,/nchs/pressroom/states/utah/ut.htm
2022,VT,12,84.00,/nchs/pressroom/states/vermont/vt.htm
2022,VA,14.9,1316.00,/nchs/pressroom/states/virginia/va.htm
2022,WA,12.4,1022.00,/nchs/pressroom/states/washington/wa.htm
2022,WV,16.2,311.00,/nchs/pressroom/states/westvirginia/wv.htm
2022,WI,14,830.00,/nchs/pressroom/states/wisconsin/wi.htm
2022,WY,20.4,124.00,/nchs/pressroom/states/wyoming/wy.htm
2021,AL,26.4,1315.00,/nchs/pressroom/states/alabama/al.htm
2021,AK,25.2,182.00,/nchs/pressroom/states/alaska/ak.htm
2021,AZ,18.3,1365.00,/nchs/pressroom/states/arizona/az.htm
2021,AR,23.3,698.00,/nchs/pressroom/states/arkansas/ar.htm
2021,CA,9,3576.00,/nchs/pressroom/states/california/ca.htm
2021,CO,17.8,1064.00,/nchs/pressroom/states/colorado/co.htm
2021,CT,6.7,248.00,/nchs/pressroom/states/connecticut/ct.htm
2021,DE,16.6,158.00,/nchs/pressroom/states/delaware/de.htm
2021,FL,14.1,3142.00,/nchs/pressroom/states/florida/fl.htm
2021,GA,20.3,2200.00,/nchs/pressroom/states/georgia/ga.htm
2021,HI,4.8,71.00,/nchs/pressroom/states/hawaii/hi.htm
2021,ID,16.3,309.00,/nchs/pressroom/states/idaho/id.htm
2021,IL,16.1,1995.00,/nchs/pressroom/states/illinois/il.htm
2021,IN,18.4,1251.00,/nchs/pressroom/states/indiana/in.htm
2021,IA,11.2,364.00,/nchs/pressroom/states/iowa/ia.htm
2021,KS,17.3,503.00,/nchs/pressroom/states/kansas/ks.htm
2021,KY,21.1,947.00,/nchs/pressroom/states/kentucky/ky.htm
2021,LA,29.1,1314.00,/nchs/pressroom/states/louisiana/la.htm
2021,ME,12.6,178.00,/nchs/pressroom/states/maine/me.htm
2021,MD,15.2,915.00,/nchs/pressroom/states/maryland/md.htm
2021,MA,3.4,247.00,/nchs/pressroom/states/massachusetts/ma.htm
2021,MI,15.4,1544.00,/nchs/pressroom/states/michigan/mi.htm
2021,MN,10,573.00,/nchs/pressroom/states/minnesota/mn.htm
2021,MS,33.9,962.00,/nchs/pressroom/states/mississippi/ms.htm
2021,MO,23.2,1414.00,/nchs/pressroom/states/missouri/mo.htm
2021,MT,25.1,280.00,/nchs/pressroom/states/montana/mt.htm
2021,NE,10.3,200.00,/nchs/pressroom/states/nebraska/ne.htm
2021,NV,19.8,633.00,/nchs/pressroom/states/nevada/nv.htm
2021,NH,8.3,123.00,/nchs/pressroom/states/newhampshire/nh.htm
2021,NJ,5.2,475.00,/nchs/pressroom/states/newjersey/nj.htm
2021,NM,27.8,578.00,/nchs/pressroom/states/newmexico/nm.htm
2021,NY,5.4,1078.00,/nchs/pressroom/states/newyork/ny.htm
2021,NC,17.3,1839.00,/nchs/pressroom/states/northcarolina/nc.htm
2021,ND,16.8,128.00,/nchs/pressroom/states/northdakota/nd.htm
2021,OH,16.5,1911.00,/nchs/pressroom/states/ohio/oh.htm
2021,OK,21.2,836.00,/nchs/pressroom/states/oklahoma/ok.htm
2021,OR,14.9,670.00,/nchs/pressroom/states/oregon/or.htm
2021,PA,14.8,1905.00,/nchs/pressroom/states/pennsylvania/pa.htm
2021,RI,5.6,64.00,/nchs/pressroom/states/rhodeisland/ri.htm
2021,SC,22.4,1136.00,/nchs/pressroom/states/southcarolina/sc.htm
2021,SD,14.3,128.00,/nchs/pressroom/states/southdakota/sd.htm
2021,TN,22.8,1569.00,/nchs/pressroom/states/tennessee/tn.htm
2021,TX,15.6,4613.00,/nchs/pressroom/states/texas/tx.htm
2021,UT,13.9,450.00,/nchs/pressroom/states/utah/ut.htm
2021,VT,11.9,83.00,/nchs/pressroom/states/vermont/vt.htm
2021,VA,14.3,1248.00,/nchs/pressroom/states/virginia/va.htm
2021,WA,11.2,896.00,/nchs/pressroom/states/washington/wa.htm
2021,WV,17.3,319.00,/nchs/pressroom/states/westvirginia/wv.htm
2021,WI,13.5,793.00,/nchs/pressroom/states/wisconsin/wi.htm
2021,WY,26.1,155.00,/nchs/pressroom/states/wyoming/wy.htm
2020,AL,23.6,1141.00,/nchs/pressroom/states/alabama/al.htm
2020,AK,23.5,175.00,/nchs/pressroom/states/alaska/ak.htm
2020,AZ,16.7,1265.00,/nchs/pressroom/states/arizona/az.htm
2020,AR,22.6,673.00,/nchs/pressroom/states/arkansas/ar.htm
2020,CA,8.5,3449.00,/nchs/pressroom/states/california/ca.htm
2020,CO,15.4,922.00,/nchs/pressroom/states/colorado/co.htm
2020,CT,6,219.00,/nchs/pressroom/states/connecticut/ct.htm
2020,DE,14.4,135.00,/nchs/pressroom/states/delaware/de.htm
2020,FL,13.7,3041.00,/nchs/pressroom/states/florida/fl.htm
2020,GA,17.7,1897.00,/nchs/pressroom/states/georgia/ga.htm
2020,HI,3.4,50.00,/nchs/pressroom/states/hawaii/hi.htm
2020,ID,17.6,321.00,/nchs/pressroom/states/idaho/id.htm
2020,IL,14.1,1745.00,/nchs/pressroom/states/illinois/il.htm
2020,IN,17.3,1159.00,/nchs/pressroom/states/indiana/in.htm
2020,IA,11.2,351.00,/nchs/pressroom/states/iowa/ia.htm
2020,KS,16.9,494.00,/nchs/pressroom/states/kansas/ks.htm
2020,KY,20.1,902.00,/nchs/pressroom/states/kentucky/ky.htm
2020,LA,26.3,1183.00,/nchs/pressroom/states/louisiana/la.htm
2020,ME,10.4,153.00,/nchs/pressroom/states/maine/me.htm
2020,MD,13.5,803.00,/nchs/pressroom/states/maryland/md.htm
2020,MA,3.7,268.00,/nchs/pressroom/states/massachusetts/ma.htm
2020,MI,14.6,1454.00,/nchs/pressroom/states/michigan/mi.htm
2020,MN,8.9,513.00,/nchs/pressroom/states/minnesota/mn.htm
2020,MS,28.6,818.00,/nchs/pressroom/states/mississippi/ms.htm
2020,MO,23.9,1426.00,/nchs/pressroom/states/missouri/mo.htm
2020,MT,20.9,238.00,/nchs/pressroom/states/montana/mt.htm
2020,NE,10.1,197.00,/nchs/pressroom/states/nebraska/ne.htm
2020,NV,17,547.00,/nchs/pressroom/states/nevada/nv.htm
2020,NH,8.9,128.00,/nchs/pressroom/states/newhampshire/nh.htm
2020,NJ,5,443.00,/nchs/pressroom/states/newjersey/nj.htm
2020,NM,22.7,479.00,/nchs/pressroom/states/newmexico/nm.htm
2020,NY,5.3,1052.00,/nchs/pressroom/states/newyork/ny.htm
2020,NC,16,1699.00,/nchs/pressroom/states/northcarolina/nc.htm
2020,ND,13.8,100.00,/nchs/pressroom/states/northdakota/nd.htm
2020,OH,15.2,1764.00,/nchs/pressroom/states/ohio/oh.htm
2020,OK,20.7,826.00,/nchs/pressroom/states/oklahoma/ok.htm
2020,OR,13,592.00,/nchs/pressroom/states/oregon/or.htm
2020,PA,13.6,1752.00,/nchs/pressroom/states/pennsylvania/pa.htm
2020,RI,5.1,54.00,/nchs/pressroom/states/rhodeisland/ri.htm
2020,SC,22,1131.00,/nchs/pressroom/states/southcarolina/sc.htm
2020,SD,13.6,120.00,/nchs/pressroom/states/southdakota/sd.htm
2020,TN,21.3,1473.00,/nchs/pressroom/states/tennessee/tn.htm
2020,TX,14.2,4164.00,/nchs/pressroom/states/texas/tx.htm
2020,UT,13.6,429.00,/nchs/pressroom/states/utah/ut.htm
2020,VT,11.6,76.00,/nchs/pressroom/states/vermont/vt.htm
2020,VA,13.4,1174.00,/nchs/pressroom/states/virginia/va.htm
2020,WA,10.9,864.00,/nchs/pressroom/states/washington/wa.htm
2020,WV,18.1,325.00,/nchs/pressroom/states/westvirginia/wv.htm
2020,WI,12.2,717.00,/nchs/pressroom/states/wisconsin/wi.htm
2020,WY,25.9,154.00,/nchs/pressroom/states/wyoming/wy.htm
2019,AL,22.2,1076.00,/nchs/pressroom/states/alabama/al.htm
2019,AK,24.4,179.00,/nchs/pressroom/states/alaska/ak.htm
2019,AZ,15.1,1136.00,/nchs/pressroom/states/arizona/az.htm
2019,AR,19.3,580.00,/nchs/pressroom/states/arkansas/ar.htm
2019,CA,7.2,2945.00,/nchs/pressroom/states/california/ca.htm
2019,CO,14.2,846.00,/nchs/pressroom/states/colorado/co.htm
2019,CT,5.3,190.00,/nchs/pressroom/states/connecticut/ct.htm
2019,DE,9.9,93.00,/nchs/pressroom/states/delaware/de.htm
2019,FL,12.7,2872.00,/nchs/pressroom/states/florida/fl.htm
2019,GA,15.8,1695.00,/nchs/pressroom/states/georgia/ga.htm
2019,HI,4.4,62.00,/nchs/pressroom/states/hawaii/hi.htm
2019,ID,14.2,255.00,/nchs/pressroom/states/idaho/id.htm
2019,IL,10.8,1367.00,/nchs/pressroom/states/illinois/il.htm
2019,IN,14.1,958.00,/nchs/pressroom/states/indiana/in.htm
2019,IA,9.1,294.00,/nchs/pressroom/states/iowa/ia.htm
2019,KS,13.7,403.00,/nchs/pressroom/states/kansas/ks.htm
2019,KY,14.9,682.00,/nchs/pressroom/states/kentucky/ky.htm
2019,LA,22.1,1013.00,/nchs/pressroom/states/louisiana/la.htm
2019,ME,11.5,163.00,/nchs/pressroom/states/maine/me.htm
2019,MD,12.6,757.00,/nchs/pressroom/states/maryland/md.htm
2019,MA,3.4,247.00,/nchs/pressroom/states/massachusetts/ma.htm
2019,MI,12.1,1220.00,/nchs/pressroom/states/michigan/mi.htm
2019,MN,8.1,465.00,/nchs/pressroom/states/minnesota/mn.htm
2019,MS,24.2,710.00,/nchs/pressroom/states/mississippi/ms.htm
2019,MO,20.6,1252.00,/nchs/pressroom/states/missouri/mo.htm
2019,MT,19,209.00,/nchs/pressroom/states/montana/mt.htm
2019,NE,10.4,205.00,/nchs/pressroom/states/nebraska/ne.htm
2019,NV,15.3,490.00,/nchs/pressroom/states/nevada/nv.htm
2019,NH,10.7,156.00,/nchs/pressroom/states/newhampshire/nh.htm
2019,NJ,4.1,368.00,/nchs/pressroom/states/newjersey/nj.htm
2019,NM,22.3,471.00,/nchs/pressroom/states/newmexico/nm.htm
2019,NY,3.9,804.00,/nchs/pressroom/states/newyork/ny.htm
2019,NC,13.1,1397.00,/nchs/pressroom/states/northcarolina/nc.htm
2019,ND,12.4,93.00,/nchs/pressroom/states/northdakota/nd.htm
2019,OH,13.3,1578.00,/nchs/pressroom/states/ohio/oh.htm
2019,OK,18.6,737.00,/nchs/pressroom/states/oklahoma/ok.htm
2019,OR,12.6,566.00,/nchs/pressroom/states/oregon/or.htm
2019,PA,11.7,1541.00,/nchs/pressroom/states/pennsylvania/pa.htm
2019,RI,4.6,48.00,/nchs/pressroom/states/rhodeisland/ri.htm
2019,SC,19.9,1012.00,/nchs/pressroom/states/southcarolina/sc.htm
2019,SD,13.1,113.00,/nchs/pressroom/states/southdakota/sd.htm
2019,TN,18.4,1270.00,/nchs/pressroom/states/tennessee/tn.htm
2019,TX,12.7,3683.00,/nchs/pressroom/states/texas/tx.htm
2019,UT,12.8,394.00,/nchs/pressroom/states/utah/ut.htm
2019,VT,9.3,67.00,/nchs/pressroom/states/vermont/vt.htm
2019,VA,11.7,1025.00,/nchs/pressroom/states/virginia/va.htm
2019,WA,10.7,842.00,/nchs/pressroom/states/washington/wa.htm
2019,WV,16.6,300.00,/nchs/pressroom/states/westvirginia/wv.htm
2019,WI,10,604.00,/nchs/pressroom/states/wisconsin/wi.htm
2019,WY,22.3,133.00,/nchs/pressroom/states/wyoming/wy.htm
2018,AL,21.8,1064.00,/nchs/pressroom/states/alabama/al.htm
2018,AK,21,155.00,/nchs/pressroom/states/alaska/ak.htm
2018,AZ,15.3,1147.00,/nchs/pressroom/states/arizona/az.htm
2018,AR,18.9,573.00,/nchs/pressroom/states/arkansas/ar.htm
2018,CA,7.5,3040.00,/nchs/pressroom/states/california/ca.htm
2018,CO,15.2,889.00,/nchs/pressroom/states/colorado/co.htm
2018,CT,4.9,186.00,/nchs/pressroom/states/connecticut/ct.htm
2018,DE,11.6,107.00,/nchs/pressroom/states/delaware/de.htm
2018,FL,12.9,2902.00,/nchs/pressroom/states/florida/fl.htm
2018,GA,15.7,1680.00,/nchs/pressroom/states/georgia/ga.htm
2018,HI,4,59.00,/nchs/pressroom/states/hawaii/hi.htm
2018,ID,16.6,294.00,/nchs/pressroom/states/idaho/id.htm
2018,IL,10.9,1382.00,/nchs/pressroom/states/illinois/il.htm
2018,IN,14.7,977.00,/nchs/pressroom/states/indiana/in.htm
2018,IA,8.7,282.00,/nchs/pressroom/states/iowa/ia.htm
2018,KS,14.8,424.00,/nchs/pressroom/states/kansas/ks.htm
2018,KY,16.9,762.00,/nchs/pressroom/states/kentucky/ky.htm
2018,LA,21.4,991.00,/nchs/pressroom/states/louisiana/la.htm
2018,ME,10.3,159.00,/nchs/pressroom/states/maine/me.htm
2018,MD,11.7,707.00,/nchs/pressroom/states/maryland/md.htm
2018,MA,3.5,258.00,/nchs/pressroom/states/massachusetts/ma.htm
2018,MI,12.9,1310.00,/nchs/pressroom/states/michigan/mi.htm
2018,MN,7.8,437.00,/nchs/pressroom/states/minnesota/mn.htm
2018,MS,22.9,681.00,/nchs/pressroom/states/mississippi/ms.htm
2018,MO,21.5,1311.00,/nchs/pressroom/states/missouri/mo.htm
2018,MT,17.3,186.00,/nchs/pressroom/states/montana/mt.htm
2018,NE,9,183.00,/nchs/pressroom/states/nebraska/ne.htm
2018,NV,17.9,550.00,/nchs/pressroom/states/nevada/nv.htm
2018,NH,10.8,155.00,/nchs/pressroom/states/newhampshire/nh.htm
2018,NJ,4.8,420.00,/nchs/pressroom/states/newjersey/nj.htm
2018,NM,20.7,438.00,/nchs/pressroom/states/newmexico/nm.htm
2018,NY,4.1,821.00,/nchs/pressroom/states/newyork/ny.htm
2018,NC,13.3,1416.00,/nchs/pressroom/states/northcarolina/nc.htm
2018,ND,11.5,89.00,/nchs/pressroom/states/northdakota/nd.htm
2018,OH,13.1,1555.00,/nchs/pressroom/states/ohio/oh.htm
2018,OK,16.8,665.00,/nchs/pressroom/states/oklahoma/ok.htm
2018,OR,11.7,519.00,/nchs/pressroom/states/oregon/or.htm
2018,PA,12.5,1654.00,/nchs/pressroom/states/pennsylvania/pa.htm
2018,RI,3.3,37.00,/nchs/pressroom/states/rhodeisland/ri.htm
2018,SC,17.6,895.00,/nchs/pressroom/states/southcarolina/sc.htm
2018,SD,13.6,117.00,/nchs/pressroom/states/southdakota/sd.htm
2018,TN,17.8,1228.00,/nchs/pressroom/states/tennessee/tn.htm
2018,TX,12.2,3522.00,/nchs/pressroom/states/texas/tx.htm
2018,UT,13.2,397.00,/nchs/pressroom/states/utah/ut.htm
2018,VT,12.8,82.00,/nchs/pressroom/states/vermont/vt.htm
2018,VA,11.8,1035.00,/nchs/pressroom/states/virginia/va.htm
2018,WA,10.4,809.00,/nchs/pressroom/states/washington/wa.htm
2018,WV,18.2,343.00,/nchs/pressroom/states/westvirginia/wv.htm
2018,WI,10.1,598.00,/nchs/pressroom/states/wisconsin/wi.htm
2018,WY,21.5,124.00,/nchs/pressroom/states/wyoming/wy.htm
2017,AL,22.9,1124.00,/nchs/pressroom/states/alabama/alabama.htm
2017,AK,24.5,180.00,/nchs/pressroom/states/alaska/alaska.htm
2017,AZ,15.8,1134.00,/nchs/pressroom/states/arizona/arizona.htm
2017,AR,20.3,613.00,/nchs/pressroom/states/arkansas/arkansas.htm
2017,CA,7.9,3184.00,/nchs/pressroom/states/california/california.htm
2017,CO,13.4,779.00,/nchs/pressroom/states/colorado/colorado.htm
2017,CT,5.1,188.00,/nchs/pressroom/states/connecticut/connecticut.htm
2017,DE,11.7,111.00,/nchs/pressroom/states/delaware/delaware.htm
2017,FL,12.4,2724.00,/nchs/pressroom/states/florida/florida.htm
2017,GA,15.4,1623.00,/nchs/pressroom/states/georgia/georgia.htm
2017,HI,2.5,39.00,/nchs/pressroom/states/hawaii/hawaii.htm
2017,ID,16.4,280.00,/nchs/pressroom/states/idaho/idaho.htm
2017,IL,12.1,1543.00,/nchs/pressroom/states/illinois/illinois.htm
2017,IN,15.3,1016.00,/nchs/pressroom/states/indiana/indiana.htm
2017,IA,9,293.00,/nchs/pressroom/states/iowa/iowa.htm
2017,KS,16,466.00,/nchs/pressroom/states/kansas/kansas.htm
2017,KY,16.2,730.00,/nchs/pressroom/states/kentucky/kentucky.htm
2017,LA,21.7,1008.00,/nchs/pressroom/states/louisiana/louisiana.htm
2017,ME,11.7,172.00,/nchs/pressroom/states/maine/maine.htm
2017,MD,12.3,742.00,/nchs/pressroom/states/maryland/maryland.htm
2017,MA,3.7,262.00,/nchs/pressroom/states/massachusetts/massachusetts.htm
2017,MI,11.3,1138.00,/nchs/pressroom/states/michigan/michigan.htm
2017,MN,8.2,465.00,/nchs/pressroom/states/minnesota/minnesota.htm
2017,MS,21.5,632.00,/nchs/pressroom/states/mississippi/mississippi.htm
2017,MO,21.5,1307.00,/nchs/pressroom/states/missouri/missouri.htm
2017,MT,22.5,244.00,/nchs/pressroom/states/montana/montana.htm
2017,NE,8.3,160.00,/nchs/pressroom/states/nebraska/nebraska.htm
2017,NV,16.7,508.00,/nchs/pressroom/states/nevada/nevada.htm
2017,NH,10.4,146.00,/nchs/pressroom/states/newhampshire/newhampshire.htm
2017,NJ,5.3,478.00,/nchs/pressroom/states/newjersey/newjersey.htm
2017,NM,18.5,394.00,/nchs/pressroom/states/newmexico/newmexico.htm
2017,NY,3.7,772.00,/nchs/pressroom/states/newyork/newyork.htm
2017,NC,13.7,1430.00,/nchs/pressroom/states/northcarolina/northcarolina.htm
2017,ND,13.2,103.00,/nchs/pressroom/states/northdakota/northdakota.htm
2017,OH,13.7,1589.00,/nchs/pressroom/states/ohio/ohio.htm
2017,OK,17.2,681.00,/nchs/pressroom/states/oklahoma/oklahoma.htm
2017,OR,12.1,528.00,/nchs/pressroom/states/oregon/oregon.htm
2017,PA,12.5,1636.00,/nchs/pressroom/states/pennsylvania/pennsylvania.htm
2017,RI,3.9,43.00,/nchs/pressroom/states/rhodeisland/rhodeisland.htm
2017,SC,17.7,893.00,/nchs/pressroom/states/southcarolina/southcarolina.htm
2017,SD,11.9,101.00,/nchs/pressroom/states/southdakota/southdakota.htm
2017,TN,18.4,1246.00,/nchs/pressroom/states/tenessee/tennessee.htm
2017,TX,12.4,3513.00,/nchs/pressroom/states/texas/texas.htm
2017,UT,14,410.00,/nchs/pressroom/states/utah/utah.htm
2017,VT,11.7,70.00,/nchs/pressroom/states/vermont/vermont.htm
2017,VA,11.9,1041.00,/nchs/pressroom/states/virginia/virginia.htm
2017,WA,11.1,849.00,/nchs/pressroom/states/washington/washington.htm
2017,WV,18.6,348.00,/nchs/pressroom/states/westvirginia/westvirginia.htm
2017,WI,10.6,624.00,/nchs/pressroom/states/wisconsin/wisconsin.htm
2017,WY,18.8,113.00,/nchs/pressroom/states/wyoming/wyoming.htm
2016,AL,21.5,1046.00,/nchs/pressroom/states/alabama/alabama.htm
2016,AK,23.3,177.00,/nchs/pressroom/states/alaska/alaska.htm
2016,AZ,15.2,1094.00,/nchs/pressroom/states/arizona/arizona.htm
2016,AR,17.8,541.00,/nchs/pressroom/states/arkansas/arkansas.htm
2016,CA,7.9,3184.00,/nchs/pressroom/states/california/california.htm
2016,CO,14.3,812.00,/nchs/pressroom/states/colorado/colorado.htm
2016,CT,4.6,172.00,/nchs/pressroom/states/connecticut/connecticut.htm
2016,DE,11,111.00,/nchs/pressroom/states/delaware/delaware.htm
2016,FL,12.6,2704.00,/nchs/pressroom/states/florida/florida.htm
2016,GA,15,1571.00,/nchs/pressroom/states/georgia/georgia.htm
2016,HI,4.5,66.00,/nchs/pressroom/states/hawaii/hawaii.htm
2016,ID,14.6,242.00,/nchs/pressroom/states/idaho/idaho.htm
2016,IL,11.7,1490.00,/nchs/pressroom/states/illinois/illinois.htm
2016,IN,15,997.00,/nchs/pressroom/states/indiana/indiana.htm
2016,IA,9.2,288.00,/nchs/pressroom/states/iowa/iowa.htm
2016,KS,13.4,383.00,/nchs/pressroom/states/kansas/kansas.htm
2016,KY,17.5,772.00,/nchs/pressroom/states/kentucky/kentucky.htm
2016,LA,21.3,987.00,/nchs/pressroom/states/louisiana/louisiana.htm
2016,ME,8.3,123.00,/nchs/pressroom/states/maine/maine.htm
2016,MD,11.9,707.00,/nchs/pressroom/states/maryland/maryland.htm
2016,MA,3.4,242.00,/nchs/pressroom/states/massachusetts/massachusetts.htm
2016,MI,12.3,1230.00,/nchs/pressroom/states/michigan/michigan.htm
2016,MN,7.6,432.00,/nchs/pressroom/states/minnesota/minnesota.htm
2016,MS,19.9,587.00,/nchs/pressroom/states/mississippi/mississippi.htm
2016,MO,19,1144.00,/nchs/pressroom/states/missouri/missouri.htm
2016,MT,18.9,194.00,/nchs/pressroom/states/montana/montana.htm
2016,NE,9.1,171.00,/nchs/pressroom/states/nebraska/nebraska.htm
2016,NV,16.8,498.00,/nchs/pressroom/states/nevada/nevada.htm
2016,NH,9.3,132.00,/nchs/pressroom/states/newhampshire/newhampshire.htm
2016,NJ,5.5,485.00,/nchs/pressroom/states/newjersey/newjersey.htm
2016,NM,18.1,383.00,/nchs/pressroom/states/newmexico/newmexico.htm
2016,NY,4.4,900.00,/nchs/pressroom/states/newyork/newyork.htm
2016,NC,13.7,1409.00,/nchs/pressroom/states/northcarolina/northcarolina.htm
2016,ND,11.9,90.00,/nchs/pressroom/states/northdakota/northdakota.htm
2016,OH,12.9,1524.00,/nchs/pressroom/states/ohio/ohio.htm
2016,OK,19.6,766.00,/nchs/pressroom/states/oklahoma/oklahoma.htm
2016,OR,11.9,513.00,/nchs/pressroom/states/oregon/oregon.htm
2016,PA,12,1555.00,/nchs/pressroom/states/pennsylvania/pennsylvania.htm
2016,RI,4.1,49.00,/nchs/pressroom/states/rhodeisland/rhodeisland.htm
2016,SC,17.7,891.00,/nchs/pressroom/states/southcarolina/southcarolina.htm
2016,SD,13.4,108.00,/nchs/pressroom/states/southdakota/southdakota.htm
2016,TN,17.1,1148.00,/nchs/pressroom/states/tenessee/tennessee.htm
2016,TX,12.1,3353.00,/nchs/pressroom/states/texas/texas.htm
2016,UT,12.9,370.00,/nchs/pressroom/states/utah/utah.htm
2016,VT,11.1,78.00,/nchs/pressroom/states/vermont/vermont.htm
2016,VA,12.1,1049.00,/nchs/pressroom/states/virginia/virginia.htm
2016,WA,9,686.00,/nchs/pressroom/states/washington/washington.htm
2016,WV,17.5,332.00,/nchs/pressroom/states/westvirginia/westvirginia.htm
2016,WI,11.4,664.00,/nchs/pressroom/states/wisconsin/wisconsin.htm
2016,WY,17.4,101.00,/nchs/pressroom/states/wyoming/wyoming.htm
2015,AL,19.6,958.00,/nchs/pressroom/states/alabama/alabama.htm
2015,AK,23.4,177.00,/nchs/pressroom/states/alaska/alaska.htm
2015,AZ,13.8,970.00,/nchs/pressroom/states/arizona/arizona.htm
2015,AR,16.9,520.00,/nchs/pressroom/states/arkansas/arkansas.htm
2015,CA,7.7,3095.00,/nchs/pressroom/states/california/california.htm
2015,CO,12.6,701.00,/nchs/pressroom/states/colorado/colorado.htm
2015,CT,5.3,189.00,/nchs/pressroom/states/connecticut/connecticut.htm
2015,DE,12.1,112.00,/nchs/pressroom/states/delaware/delaware.htm
2015,FL,12,2559.00,/nchs/pressroom/states/florida/florida.htm
2015,GA,14.1,1448.00,/nchs/pressroom/states/georgia/georgia.htm
2015,HI,3.6,55.00,/nchs/pressroom/states/hawaii/hawaii.htm
2015,ID,14.7,247.00,/nchs/pressroom/states/idaho/idaho.htm
2015,IL,9.5,1220.00,/nchs/pressroom/states/illinois/illinois.htm
2015,IN,12.7,846.00,/nchs/pressroom/states/indiana/indiana.htm
2015,IA,7.8,247.00,/nchs/pressroom/states/iowa/iowa.htm
2015,KS,11.4,330.00,/nchs/pressroom/states/kansas/kansas.htm
2015,KY,15.2,694.00,/nchs/pressroom/states/kentucky/kentucky.htm
2015,LA,20.4,952.00,/nchs/pressroom/states/louisiana/louisiana.htm
2015,ME,9.8,144.00,/nchs/pressroom/states/maine/maine.htm
2015,MD,11.9,708.00,/nchs/pressroom/states/maryland/maryland.htm
2015,MA,3,213.00,/nchs/pressroom/states/massachusetts/massachusetts.htm
2015,MI,11.7,1164.00,/nchs/pressroom/states/michigan/michigan.htm
2015,MN,7.4,410.00,/nchs/pressroom/states/minnesota/minnesota.htm
2015,MS,19.6,589.00,/nchs/pressroom/states/mississippi/mississippi.htm
2015,MO,18.1,1094.00,/nchs/pressroom/states/missouri/missouri.htm
